VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,LENSDMU,LENSDMUERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_LOGsSFR_ERR,HOST_COLOR,HOST_COLOR_ERR,HOST_MAG_g,HOST_MAG_i,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_i,HOST_SBMAG_g,HOST_SBMAG_i,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,SNRSUM,BANDLIST,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RADIUS_POP,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2_BEAMS,PROBCC_BEAMS,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,IDSAMPLE,IZBIN
SN:,2004ef,0,64,1,VOID,3,0,0.03101,0.00002,0.02978,0.00002,0.03012,0.00086,-9.96E+01,250,0,0,4.72E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.825,0.172,0.516,0.882,-1.03E+01,0.89861,1.056,-999,999,999,-999,-999,99,99,53265.6484,90.79475,90.79472,90.79467,1064.45532,bcdehqrst,53264.6641,0.0634,-1.72E+00,7.66E-02,5.95E-02,1.13E-02,16.57759,1.45E-02,4.20E-03,5.59E-05,2.24E-04,-1.28E-06,-4.85E-07,223,67.54153,1,0.606769,-9,-9,-9,-9,-9,0,35.5473,35.60443,0.13617,0.1369,0.0269,0.061,-0.0915,-0.672,0.0344,0.0105,0.26,0.00E+00,6228,-0.1032,0.003,1,0.0129,0,0
SN:,2007nq,2,65,1,VOID,3,0,0.04389,0.00006,0.04275,0.00006,0.04349,0.00087,-2.13E+02,250,0,0,3.05E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.163,0.102,0.868,10.868,-1.03E+01,10.86848,1.556,-999,999,999,-999,-999,99,99,54400.6719,83.96664,76.85843,76.85841,488.5473,bcdeiABCD,54398.375,0.2259,-1.99E+00,0.14314,-6.45E-02,1.53E-02,17.09512,2.08E-02,2.61E-03,5.00E-05,8.40E-04,-2.41E-06,-5.43E-07,132,50.48432,1,0.69739,-9,-9,-9,-9,-9,0,36.36083,36.42236,0.08782,0.0883,0.0367,0.0425,-0.0959,-1.093,0.0344,0.0105,0.12,0.00E+00,6510,-0.0549,0.002,1,0.0033,0,0
SN:,2006az,5,64,1,VOID,3,0,0.03103,0.00001,0.03158,0.00001,0.03201,0.00086,-1.24E+02,250,0,0,1.19E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.152,9.10E-02,-6.50E-01,9.35,-1.18E+01,9.35044,1.622,-999,999,999,-999,-999,99,99,53825.2852,77.05448,71.88287,63.36833,483.02863,qrst,53826.8086,0.1581,-1.59E+00,0.12427,-9.95E-02,1.61E-02,16.18893,1.92E-02,6.00E-03,1.06E-04,6.07E-04,-4.21E-06,-1.39E-06,117,51.69769,1,0.624199,-9,-9,-9,-9,-9,0,35.60595,35.73569,0.09571,0.0962,0.0375,0.0575,-0.1641,-1.715,0.0344,0.0105,2.04,0.00E+00,5931,-0.0282,0.002,1,0.0032,0,0
SN:,2007is,6,65,1,VOID,3,0,0.02953,0.00001,0.02953,0.00001,0.02866,0.00086,253.02,250,0,0,1.75E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.651,0.147,0.631,0.655,-1.00E+01,0.67129,1.092,-999,999,999,-999,-999,99,99,54368.1016,49.75131,47.61862,45.24919,123.69725,ABCD,54365.582,0.6777,7.80E-02,0.23728,-1.11E-02,2.10E-02,16.1189,3.44E-02,6.40E-03,2.03E-04,-1.54E-03,3.62E-05,-4.20E-06,14,23.0212,5.99E-02,0.045267,-9,-9,-9,-9,-9,0,35.58174,35.49414,0.12342,0.1241,0.0629,0.0641,0.0532,0.431,0.0344,0.0105,-0.2,0.00E+00,8814,-0.0711,0.002,1,0.0059,0,0
SN:,2008gb,7,65,1,VOID,3,0,0.037,0.00009,0.03641,0.00009,0.03796,0.00087,-4.47E+02,250,0,0,0.17054,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.387,4.30E-02,0.942,1.883,-9.45E+00,1.88349,0.898,-999,999,999,-999,-999,99,99,54748.5,34.72214,34.12988,32.2578,135.47934,ABCD,54747.082,0.5075,-7.29E-02,0.27633,1.83E-03,2.02E-02,16.80286,4.13E-02,3.41E-03,1.30E-04,8.00E-04,4.52E-06,-1.85E-06,44,18.73031,0.9997,0.025068,-9,-9,-9,-9,-9,0,36.20641,36.11545,0.11569,0.1163,0.0536,0.0486,0.0565,0.489,0.0344,0.0105,-0.28,0.00E+00,8814,-0.0779,0.002,1,0.0069,0,0
SN:,2007ux,9,65,1,VOID,3,0,0.0307,0.00001,0.03183,0.00001,0.03264,0.00086,-2.33E+02,250,0,0,3.87E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.189,7.70E-02,-7.00E-03,9.993,-1.02E+01,9.9933,1.402,-999,999,999,-999,-999,99,99,54468.7617,83.9669,80.40179,76.85851,441.35651,bcdeiABCD,54465.1211,0.3551,-2.96E+00,0.17299,0.10854,2.04E-02,17.04465,3.18E-02,2.73E-03,7.99E-05,4.96E-04,4.07E-07,-1.14E-06,106,59.10109,0.99994,1.049457,-9,-9,-9,-9,-9,0,35.67592,35.777,0.15593,0.1568,0.0505,0.0564,-0.1355,-0.869,0.0344,0.0105,0.83,0.00E+00,510,-0.1273,0.017,1,0.0173,0,0
SN:,2002hd,12,63,1,VOID,3,0,0.03049,0.00015,0.03154,0.00015,0.03134,0.00087,57.72,250,0,0,3.27E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.144,0.117,0.733,10.733,-1.04E+01,10.73364,1.55,-999,999,999,-999,-999,99,99,52579.4766,77.05212,71.88383,67.36084,230.12857,vwxy,52575.1406,0.7072,2.08871,0.80077,0.11703,3.55E-02,16.57841,4.80E-02,4.19E-03,1.85E-04,2.34E-02,-9.14E-05,-4.48E-06,15,26.3392,3.46E-02,0.798072,-9,-9,-9,-9,-9,0,36.00315,35.68895,0.17813,0.1791,0.0944,0.0587,0.2798,1.571,0.0344,0.0105,2.81,0.00E+00,912,-0.0968,0.012,1,0.0181,0,0
SN:,2006is,18,64,1,VOID,3,0,0.0314,0.00009,0.03149,0.00009,0.03071,0.00086,228.09,250,0,0,2.90E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,9.243,1.60E-02,-10,0,-1.92E+01,1.60E-02,2.286,-999,999,999,-999,-999,99,99,54008.8984,93.81402,93.81394,93.8139,544.88824,bcdeiqrst,54006.5078,0.3609,2.11992,0.15586,-8.58E-02,1.47E-02,15.79149,2.36E-02,8.66E-03,1.88E-04,3.51E-04,-2.25E-06,-1.78E-06,80,59.4755,0.95843,0.762369,-9,-9,-9,-9,-9,0,35.72373,35.64708,0.11155,0.1121,0.0412,0.0599,0.0422,0.379,0.0344,0.0105,-0.45,0.00E+00,918,0.0057,0.007,1,0.0059,0,0
SN:,2004gu,21,5,1,VOID,3,0,0.04558,0.00002,0.0467,0.00002,0.04664,0.00087,18.53,250,0,0,2.28E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.219,0.224,8.20E-02,10.082,-1.01E+01,10.08449,1.475,-999,999,999,-999,-999,99,99,53363.8594,80.40163,80.40141,73.4006,613.01337,bcdeh,53363.1172,0.147,1.43888,7.89E-02,9.42E-02,1.11E-02,17.14525,1.25E-02,2.49E-03,2.86E-05,9.32E-05,-3.15E-07,-2.44E-07,122,96.04539,0.96021,0.573251,-9,-9,-9,-9,-9,0,36.54971,36.57613,0.13079,0.1315,0.0291,0.0397,-0.0556,-0.425,0.0292,0.0136,-0.09,0.00E+00,1998,-0.1143,0.006,1,0.0134,0,1
SN:,2005eq,25,64,1,VOID,3,0,0.02893,0.00001,0.02831,0.00001,0.02823,0.00086,23.08,250,0,0,6.36E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.617,8.40E-02,0.858,0.694,-9.76E+00,0.69907,1.03,-999,999,999,-999,-999,99,99,53650.418,87.46832,87.46777,87.46721,837.80145,bcdehqrst,53655.1328,0.0993,1.48957,6.63E-02,1.69E-02,9.63E-03,16.02149,1.61E-02,7.00E-03,1.04E-04,1.19E-04,-1.17E-06,-7.40E-07,180,101.42544,1,0.4997,-9,-9,-9,-9,-9,0,35.63531,35.46027,0.1195,0.1201,0.0227,0.065,0.1406,1.177,0.0344,0.0105,0.93,0.00E+00,4190,-0.072,0.004,1,0.0083,0,0
SN:,2008ar,27,65,1,VOID,3,0,0.02617,0.00001,0.02732,0.00001,0.02849,0.00086,-3.43E+02,250,0,0,3.17E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.309,0.2,5.70E-02,7.088,-1.03E+01,7.09082,1.125,-999,999,999,-999,-999,99,99,54533.3984,83.9667,80.40241,80.40188,646.45435,bcdeiABCD,54535.1367,0.0599,-3.39E-02,5.57E-02,-3.79E-02,9.01E-03,15.93568,1.15E-02,7.58E-03,8.05E-05,1.12E-04,-1.71E-06,-5.47E-07,129,112.75564,0.845,0.126693,-9,-9,-9,-9,-9,0,35.45147,35.47421,0.09884,0.0994,0.0223,0.0645,-0.0572,-0.578,0.0344,0.0105,-0.5,0.00E+00,8723,-0.0588,0.002,1,0.0039,0,0
SN:,2005hc,32,64,1,VOID,3,0,0.04592,0.00002,0.04496,0.00002,0.04575,0.00087,-2.29E+02,250,0,0,2.81E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.485,7.60E-02,0.363,10.363,-1.01E+01,10.36328,1.276,-999,999,999,-999,-999,99,99,53666.4062,87.4679,87.46789,87.46774,656.40222,bcdehqrst,53668.0859,0.0917,0.90426,6.87E-02,-3.04E-02,8.39E-03,17.04612,9.88E-03,2.73E-03,2.48E-05,9.49E-05,-3.67E-07,-1.55E-07,151,152.03464,0.46106,0.317974,-9,-9,-9,-9,-9,0,36.69777,36.53545,0.08674,0.0872,0.0222,0.0405,0.1331,1.535,0.0292,0.0136,1.26,0.00E+00,7689,-0.06,0.002,1,0.0041,0,1
SN:,2006ob,33,64,1,VOID,3,0,0.0586,0.00004,0.0576,0.00004,0.05824,0.00088,-1.79E+02,250,0,0,2.85E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.184,8.00E-02,1.149,11.149,-1.00E+01,11.14929,1.44,-999,999,999,-999,-999,99,99,54060.1719,76.85869,70.06721,66.88757,313.8764,bcdeiqrst,54063.5156,0.1912,-2.55E+00,0.20112,-4.65E-02,1.94E-02,17.92615,2.20E-02,1.21E-03,2.46E-05,1.77E-03,-2.37E-06,-4.01E-07,93,45.41452,0.99999,0.863368,-9,-9,-9,-9,-9,0,37.05644,37.07941,0.08448,0.0849,0.044,0.032,-0.0521,-0.617,0.0292,0.0136,-0.77,0.00E+00,886,-0.0702,0.005,1,0.0029,0,1
SN:,2006te,37,64,1,VOID,3,0,0.03155,0.00001,0.03212,0.00001,0.0329,0.00086,-2.27E+02,250,0,0,3.89E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.26,8.10E-02,0.61,6.681,-9.65E+00,6.68149,1.083,-999,999,999,-999,-999,99,99,54100.2578,56.64566,53.78844,42.93058,254.84871,qrst,54097.1055,0.3701,2.21E-02,0.12154,-5.81E-02,1.76E-02,16.28371,2.79E-02,5.50E-03,1.41E-04,-2.69E-04,4.11E-06,-2.10E-06,55,43.49727,0.8685,0.193737,-9,-9,-9,-9,-9,0,35.86396,35.79589,0.09837,0.0989,0.0408,0.0559,0.0337,0.342,0.0344,0.0105,-0.73,0.00E+00,8723,-0.0502,0.002,1,0.0036,0,0
SN:,2005hj,40,64,1,VOID,3,0,0.05739,0.00001,0.05631,0.00001,0.05708,0.00088,-2.18E+02,250,0,0,3.33E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,9.489,0.149,-2.16E-01,9.784,-9.71E+00,9.78513,1.096,-999,999,999,-999,-999,99,99,53673.6602,76.85853,76.85815,76.85813,411.60574,bcdehqrst,53674.9922,0.2391,1.60831,0.14658,1.88E-03,1.21E-02,17.46342,1.47E-02,1.86E-03,2.52E-05,5.98E-04,-5.77E-07,-2.25E-07,82,63.40813,0.93645,0.53614,-9,-9,-9,-9,-9,0,37.07054,37.03384,0.11149,0.1121,0.0307,0.0326,0.0075,0.068,0.0292,0.0136,-0.59,0.00E+00,3679,-0.0313,0.006,1,0.0092,0,1
SN:,2008bz,42,65,1,VOID,3,0,0.06015,0.00001,0.0613,0.00001,0.06099,0.00089,88.72,250,0,0,2.29E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.471,9.90E-02,0.82,0.949,-9.65E+00,0.95415,1.159,-999,999,999,-999,-999,99,99,54580.7188,87.4676,76.85851,76.85835,413.08978,bcdeiABCD,54579.1328,0.2592,-2.54E-01,0.13752,-1.37E-01,1.11E-02,17.63053,1.53E-02,1.59E-03,2.25E-05,2.96E-04,7.56E-07,-1.58E-07,81,93.02422,0.17019,0.462886,-9,-9,-9,-9,-9,0,37.36659,37.18137,0.07123,0.0716,0.0288,0.0306,0.156,2.191,0.0292,0.0136,3.31,0.00E+00,1141,-0.0061,0.004,1,0.0021,0,1
SN:,2003iv,44,63,1,VOID,3,0,0.03426,0.00016,0.03351,0.00016,0.03491,0.00088,-4.06E+02,250,0,0,0.11791,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.981,0.163,0.898,6.731,-1.01E+01,6.73297,1.363,-999,999,999,-999,-999,99,99,52935.3867,67.36102,59.82162,59.82093,183.88844,vwxy,52933.8555,0.5284,-2.34E+00,0.65937,-7.88E-02,3.50E-02,16.76794,4.50E-02,3.52E-03,1.46E-04,1.05E-02,-2.23E-05,-3.75E-06,12,1.63364,0.99979,0.823283,-9,-9,-9,-9,-9,0,36.01126,35.92935,0.13372,0.1344,0.1022,0.0528,0.0475,0.355,0.0344,0.0105,-0.1,0.00E+00,2700,-0.0465,0.002,1,0.0034,0,0
SN:,2003cq,46,63,1,VOID,3,0,0.03275,0.00002,0.03323,0.00002,0.03378,0.00086,-1.59E+02,250,0,0,1.74E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.153,8.00E-02,1.343,0.375,-9.81E+00,0.38344,0.852,-999,999,999,-999,-999,99,99,52737.2383,67.36047,63.36853,-99,191.99989,wx,52739.6562,0.215,-7.10E-01,0.30873,0.16986,4.76E-02,16.99236,5.94E-02,2.86E-03,1.57E-04,5.92E-03,-2.36E-05,-7.32E-06,12,21.86639,3.90E-02,0.613647,-9,-9,-9,-9,-9,0,35.83146,35.85529,0.18554,0.1865,0.0892,0.0545,-0.0582,-0.314,0.0344,0.0105,0.52,0.00E+00,2378,-0.1492,0.008,1,0.0223,0,0
SN:,2007co,52,64,1,VOID,3,0,0.02696,0.00011,0.02655,0.00011,0.02731,0.00086,-2.22E+02,250,0,0,9.73E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.409,0.111,0.113,4.793,-1.03E+01,4.79429,0.964,-999,999,999,-999,-999,99,99,54267.4023,89.98067,83.01963,71.88255,562.53595,qrst,54265.0547,0.0832,-1.76E-01,9.38E-02,6.91E-02,1.28E-02,16.22487,2.30E-02,5.81E-03,1.23E-04,2.92E-04,-1.70E-06,-1.21E-06,97,88.65206,0.7154,0.237808,-9,-9,-9,-9,-9,0,35.4217,35.38462,0.14424,0.145,0.0276,0.0672,0.0027,0.018,0.0344,0.0105,-0.08,0.00E+00,1775,-0.1002,0.007,1,0.0143,0,0
SN:,2002he,55,63,1,VOID,3,0,0.02441,0.00008,0.02469,0.00008,0.02519,0.00086,-1.46E+02,250,0,0,3.41E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.149,0.372,-3.59E-01,9.641,-1.15E+01,9.64817,1.621,-999,999,999,-999,-999,99,99,52583.4648,53.789,51.20369,51.20343,226.05762,vwxy,52586.0625,0.1743,-1.73E+00,0.38816,-2.13E-02,4.16E-02,16.03608,6.30E-02,6.91E-03,4.01E-04,1.27E-02,-1.37E-04,-1.57E-05,26,4.62016,1,0.579467,-9,-9,-9,-9,-9,0,35.23294,35.2048,0.1239,0.1246,0.0602,0.0728,-0.0063,-0.051,0.0344,0.0105,-0.38,0.00E+00,2375,-0.0773,0.004,1,0.0052,0,0
SN:,2003fa,56,63,1,VOID,3,0,0.04039,0.00012,0.04015,0.00012,0.04056,0.00088,-1.20E+02,250,0,0,3.37E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.833,0.199,0.539,5.314,-1.03E+01,5.31772,1.058,-999,999,999,-999,-999,99,99,52801.1875,89.98122,77.05413,67.36068,455.073,vwxy,52807.4766,0.1055,1.53936,0.14163,-1.16E-02,1.64E-02,16.46356,2.02E-02,4.66E-03,8.67E-05,1.08E-03,-7.28E-06,-1.22E-06,63,29.90403,0.99987,0.51457,-9,-9,-9,-9,-9,0,36.16885,36.26509,0.10114,0.1017,0.0356,0.0455,-0.1307,-1.292,0.0344,0.0105,0.88,0.00E+00,4704,-0.0656,0.003,1,0.0056,0,0
SN:,2005iq,58,64,1,VOID,3,0,0.03404,0.00012,0.03292,0.00012,0.03341,0.00087,-1.42E+02,250,0,0,1.90E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.49,8.10E-02,0.893,3.375,-9.60E+00,3.37597,1.128,-999,999,999,-999,-999,99,99,53688.207,90.79455,83.96655,80.40172,655.1012,bcdehqrst,53688.0234,0.0867,-1.08E+00,0.10368,-1.19E-01,1.03E-02,16.49438,1.08E-02,4.53E-03,4.53E-05,3.46E-04,-1.92E-06,-3.61E-07,136,88.93867,0.99938,0.53484,-9,-9,-9,-9,-9,0,36.04919,35.83427,0.08936,0.0898,0.0266,0.0551,0.1805,2.02,0.0344,0.0105,3.04,0.00E+00,6168,-0.0183,0.002,1,0.003,0,0
SN:,2005ms,60,64,1,VOID,3,0,0.02522,0.00001,0.02595,0.00001,0.02669,0.00086,-2.17E+02,250,0,0,2.92E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.33,0.103,0.519,0.294,-9.81E+00,0.31152,0.746,-999,999,999,-999,-999,99,99,53743.4922,89.97938,83.02014,83.01865,378.02448,qrst,53744.0898,0.0952,0.53963,9.81E-02,-4.09E-02,1.47E-02,15.86863,1.81E-02,8.06E-03,1.34E-04,3.17E-04,-5.62E-06,-1.65E-06,39,26.18172,0.94206,0.225693,-9,-9,-9,-9,-9,0,35.48988,35.33138,0.10528,0.1058,0.0356,0.0687,0.1241,1.179,0.0344,0.0105,0.68,0.00E+00,2088,-0.058,0.004,1,0.0039,0,0
SN:,2006al,61,64,1,VOID,3,0,0.0678,0.00002,0.06908,0.00002,0.06886,0.00089,60.41,250,0,0,2.21E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.049,0.121,-9.36E+00,0.645,-1.94E+01,0.65625,1.381,-999,999,999,-999,-999,99,99,53791.3125,41.26123,38.27859,35.6934,134.42422,qrst,53787,0.728,-1.32E+00,0.36986,-1.06E-01,2.93E-02,18.11778,5.28E-02,1.02E-03,4.94E-05,2.53E-03,5.12E-06,-1.20E-06,28,20.78161,0.83433,0.563276,-9,-9,-9,-9,-9,0,37.60919,37.45647,0.08104,0.0802,0.0507,0.0272,0.1308,1.613,0.022,0.0202,1.37,0.00E+00,1968,-0.036,0.004,1,0.002,0,2
SN:,2006oa,62,64,1,VOID,3,0,0.06257,0.00001,0.06142,0.00001,0.06153,0.00089,-3.31E+01,250,0,0,3.49E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,8.909,0.463,-1.25E-01,0.205,-9.03E+00,0.50635,0.671,-999,999,999,-999,-999,99,99,54062.1055,53.78668,48.85514,48.855,230.23798,qrst,54067.1719,0.1688,1.45216,0.28952,-3.51E-03,1.89E-02,17.62077,2.25E-02,1.61E-03,3.33E-05,3.16E-03,-6.35E-06,-5.44E-07,51,38.18972,0.90757,0.484196,-9,-9,-9,-9,-9,0,37.2229,37.20518,0.10915,0.1098,0.047,0.0303,-0.0115,-0.105,0.0292,0.0136,-0.62,0.00E+00,1452,-0.0357,0.006,1,0.0075,0,1
SN:,2008050,2008050,65,1,VOID,3,0,0.04526,0.0002,0.04627,0.0002,0.04625,0.0009,6.39,250,0,0,2.28E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,9.615,7.70E-02,0.17,2.14,-9.45E+00,2.14138,0.898,-999,999,999,-999,-999,99,99,54619.1016,43.10297,35.71466,30.76916,145.6051,ABCD,54621.0117,0.417,1.81103,0.39046,8.40E-02,3.25E-02,16.93262,3.98E-02,3.03E-03,1.11E-04,6.34E-03,-1.84E-05,-3.23E-06,42,33.91864,0.80828,0.665504,-9,-9,-9,-9,-9,0,36.31584,36.55743,0.17073,0.1717,0.0679,0.04,-0.2708,-1.586,0.0292,0.0136,2.77,0.00E+00,621,-0.0315,0.012,1,0.0217,0,1
SN:,2005ir,65,64,1,VOID,3,0,0.07603,0.00001,0.0749,0.00001,0.0752,0.0009,-8.39E+01,250,0,0,2.63E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.083,9.90E-02,0.378,0.771,-9.71E+00,0.77733,0.78,-999,999,999,-999,-999,99,99,53687.6406,66.8875,61.03592,55.86762,344.04651,bcdehqrst,53685.3086,0.2291,1.20245,0.1734,-4.08E-03,1.24E-02,18.15592,1.33E-02,9.81E-04,1.20E-05,1.05E-03,-7.14E-07,-1.03E-07,75,96.46564,4.82E-02,0.401049,-9,-9,-9,-9,-9,0,37.78693,37.66112,0.07524,0.0745,0.0318,0.025,0.1039,1.38,0.022,0.0202,0.53,0.00E+00,2867,-0.0717,0.005,1,0.0028,0,2
SN:,2008cf,66,65,1,VOID,3,0,0.04603,0.00009,0.04692,0.00009,0.04682,0.00088,29.57,250,0,0,5.76E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,9.151,4.40E-02,0.948,0.155,-8.20E+00,0.16112,0.21,-999,999,999,-999,-999,99,99,54595.7695,90.79462,90.79459,90.79449,485.10919,bcdeiABCD,54595.25,0.2931,1.27754,0.12438,-1.01E-01,1.12E-02,16.73504,1.71E-02,3.63E-03,5.72E-05,1.77E-04,-1.02E-06,-4.06E-07,71,48.92721,0.97889,0.542446,-9,-9,-9,-9,-9,0,36.57974,36.58533,0.09397,0.0945,0.0336,0.0396,-0.0348,-0.37,0.0292,0.0136,-0.8,0.00E+00,2567,-0.0018,0.003,1,0.0049,0,1
SN:,2005lz,69,64,1,VOID,3,0,0.04624,0.00014,0.04541,0.00014,0.04643,0.00088,-2.92E+02,250,0,0,7.72E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,11.038,0.264,-10,0,-2.10E+01,0.264,1.468,-999,999,999,-999,-999,99,99,53737.2812,59.81836,56.64277,51.20479,190.81497,qrst,53736.2617,0.1942,-1.41E+00,0.24021,3.91E-02,2.14E-02,17.35717,2.91E-02,2.05E-03,5.48E-05,1.47E-03,-5.07E-06,-9.63E-07,44,23.60094,0.99496,0.486174,-9,-9,-9,-9,-9,0,36.44687,36.56781,0.12246,0.1231,0.0562,0.0399,-0.1501,-1.226,0.0292,0.0136,1.1,0.00E+00,5480,-0.106,0.003,1,0.009,0,1
SN:,2001eh,70,63,1,VOID,3,0,0.03713,0.00016,0.03627,0.00016,0.03725,0.00088,-2.83E+02,250,0,0,5.47E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.966,0.203,-1.70E+00,8.296,-1.27E+01,8.29848,1.342,-999,999,999,-999,-999,99,99,52169.3242,71.88403,59.82103,56.64486,347.48019,vwxy,52170.4453,0.3254,1.27779,0.15838,4.36E-03,1.55E-02,16.39465,2.03E-02,4.97E-03,9.27E-05,2.21E-04,3.45E-07,-1.09E-06,39,25.99999,0.94513,0.426177,-9,-9,-9,-9,-9,0,36.01068,36.07508,0.11191,0.1125,0.0417,0.0495,-0.0988,-0.883,0.0344,0.0105,0.19,0.00E+00,4190,-0.0706,0.002,1,0.0071,0,0
SN:,2008fr,73,65,1,VOID,3,0,0.039,0.002,0.0379,0.002,0.03828,0.00218,-1.11E+02,250,0,0,3.87E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,8.69,0.209,-8.89E-01,9.111,-9.58E+00,9.1134,1.149,-999,999,999,-999,-999,99,99,54734.3008,83.96663,80.40183,76.8592,544.37262,bcdeiABCD,54733.8203,0.1972,0.61078,6.91E-02,-8.78E-02,9.51E-03,16.54311,1.59E-02,4.33E-03,6.36E-05,-2.09E-05,3.52E-07,-4.57E-07,135,133.53464,0.51949,0.356472,-9,-9,-9,-9,-9,0,36.24514,36.1377,0.09891,0.0994,0.0237,0.0482,0.073,0.738,0.0344,0.0105,-0.29,0.00E+00,4086,-0.0125,0.002,1,0.0057,0,0
SN:,2001az,77,63,1,VOID,3,0,0.04069,0.00009,0.04059,0.00009,0.04101,0.00087,-1.21E+02,250,0,0,4.36E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,10.523,8.00E-02,4.00E-03,10.004,-1.05E+01,10.00432,1.311,-999,999,999,-999,-999,99,99,52034.4023,59.81957,56.64646,51.20461,190.87956,vwxy,52032.2578,0.6159,0.87575,0.43523,-4.37E-02,2.17E-02,16.73128,2.89E-02,3.64E-03,9.70E-05,5.96E-03,8.89E-06,-1.15E-06,19,16.53978,0.62102,0.326308,-9,-9,-9,-9,-9,0,36.41367,36.28945,0.09217,0.0927,0.0391,0.045,0.0898,0.974,0.0344,0.0105,-0.02,0.00E+00,7689,-0.0535,0.002,1,0.0037,0,0
SN:,2008051,2008051,65,1,VOID,3,0,0.03777,0.00006,0.03835,0.00006,0.03873,0.00087,-1.09E+02,250,0,0,3.67E-02,1,1,0,-9,-9,-9,-9,-999,-999,-9,-9,-9,9.101,7.90E-02,-1.73E-01,0.51,-9.27E+00,0.51608,0.863,-999,999,999,-999,-999,99,99,54618.3008,57.14346,53.4738,45.45477,222.0307,ABCD,54617.3477,0.2964,0.7719,0.13944,-8.52E-02,1.68E-02,16.40088,2.33E-02,4.94E-03,1.06E-04,4.77E-04,-8.16E-07,-1.36E-06,53,34.19352,0.97911,0.383257,-9,-9,-9,-9,-9,0,36.12057,36.16028,0.10388,0.1044,0.0397,0.0476,-0.0741,-0.714,0.0344,0.0105,-0.23,0.00E+00,3517,-0.0111,0.002,1,0.0057,0,0
