CID_1,Euclid_ID_x,IDSURVEY_1,zHD_1,zHDERR_1,HOST_LOGMASS_1,HOST_LOGMASS_ERR_1,HOST_LOGSFR_1,HOST_LOGSFR_ERR_1,HOST_LOGsSFR_1,HOST_LOGsSFR_ERR_1,HOST_COLOR_1,HOST_COLOR_ERR_1,logmass,logmass_err,MATCH,disk_sersic_sersic_index,disk_sersic_sersic_index_err,phz_pp_median_sfhage,phz_pp_mode_sfhage,phz_pp_68_sfhage,phz_pp_median_sfhtimescale,phz_pp_mode_sfhtimescale,phz_pp_68_sfhtimescale,phz_pp_median_sfr,phz_pp_mode_sfr,phz_pp_68_sfr,phz_pp_median_stellarmass,phz_pp_mode_stellarmass,phz_pp_68_stellarmass,phz_pp_median_stellarmetallicity,phz_pp_mode_stellarmetallicity,phz_pp_68_stellarmetallicity,galaxyclass,sfhtype,imf,CID string,VARNAMES:,CID_2,CIDint,IDSURVEY_2,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD_2,zHDERR_2,VPEC,VPECERR,LENSDMU,LENSDMUERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS_2,HOST_LOGMASS_ERR_2,HOST_LOGSFR_2,HOST_LOGSFR_ERR_2,HOST_LOGsSFR_2,HOST_LOGsSFR_ERR_2,HOST_COLOR_2,HOST_COLOR_ERR_2,HOST_MAG_g,HOST_MAG_i,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_i,HOST_SBMAG_g,HOST_SBMAG_i,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,SNRSUM,BANDLIST,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RADIUS_POP,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2_BEAMS,PROBCC_BEAMS,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,IDSAMPLE,IZBIN
1409129,-5.24E17,10,0.79364,0.00205,9.779,0.021,1.344,0.338,-8.394,0.34927,0.069,-999,9.779,0.021,false,,,1.336089849,0.109346457,"[0.2066151350736618,4.042384147644043]",1.161216378,0.040558502,"[0.05552835017442703,7.1655964851379395]",1.222403169,1.753870249,"[0.4941750466823578,1.5840498208999634]",9.956290245,9.654306412,"[9.743005752563477,10.155767440795898]",1.334718704,1.824334741,"[0.7050082683563232,1.7066104412078857]",-99,-99,-99,1409129,SN:,1409129,1409129,10,0,C3,3,0,0.79436,0.001,0.79364,0.001,0.79364,0.00205,0.0,300,0,0,0.008,1,2,99789,-9,-9,0.7944,0.001,52.385773,-27.47246,1.011,1.135,-2.68,9.779,0.021,1.344,0.338,-8.39,0.34927,0.069,-999,23.85,22.63,6.06,16.74,25.54382,24.44061,57666.3438,25.32604,18.42208,14.37203,59.8378,riz,57665.7305,0.6818,2.11427,0.60847,-0.00648,0.0411,23.82909,0.0473,5.28E-6,2.3E-7,0.0044,-1.11E-7,-1.8E-9,46,50.92416,0.286,0.705088,0.9288,0.9093,0.9999,0.9994,0.9993,0,43.4061,43.45577,0.20882,0.2116,0.179,0.0035,-0.0368,-0.176,-0.0129,0.0174,0.69,3.48E-5,576,0.1105,0.024,1.0,0.0103,3,17
1293832,-5.24E17,10,0.81325,0.00207,10.945,0.008,1.079,0.16,-9.861,0.17053,0.778,-999,10.945,0.008,false,,,0.353782952,0.353782952,"[0.3537829518318176,1.3541921377182007]",0.187120676,0.187120676,"[0.18712067604064941,0.6108331680297852]",2.129718065,2.129718065,"[1.702303409576416,2.129718065261841]",10.50344658,10.50344658,"[10.503446578979492,10.704049110412598]",0.271976203,0.271976203,"[0.27197620272636414,1.2774839401245117]",-99,-99,-99,1293832,SN:,1293832,1293832,10,0,C3,3,0,0.81398,0.001,0.81325,0.001,0.81325,0.00207,0.0,300,0,0,0.00851,1,1,25955,-9,-9,0.814,0.001,52.388416,-27.571123,1.646,1.93,-9.0,10.945,0.008,1.079,0.16,-9.86,0.17053,0.778,-999,23.03,21.43,3.96,16.72,26.00576,24.44191,56920.2227,27.84554,20.90366,20.11282,67.02113,riz,56917.7344,0.0641,1.9361,0.62798,-0.0669,0.0372,23.69063,0.0407,5.99E-6,2.25E-7,0.00562,-9.57E-8,-7.93E-10,37,25.67946,0.9194,0.68285,0.9276,0.6972,0.9984,0.9908,0.9972,0,43.34781,43.5201,0.15533,0.1574,0.166,0.0034,-0.1594,-1.026,-0.0129,0.0174,1.12,2.34E-4,571,0.2235,0.019,0.838,0.0,3,17
1642178,-5.24E17,10,0.68673,0.00196,10.729,0.025,-0.446,6.381,-11.157,6.38107,1.327,-999,10.729,0.025,false,,,1.187928677,1.187928677,"[1.1879286766052246,1.3796038627624512]",0.034408249,0.034408249,"[0.02371477708220482,0.03915698826313019]",-9.383520126,-9.377636909,"[-18.852497100830078,-9.377636909484863]",10.63210106,10.63798428,"[10.613418579101562,10.637984275817871]",1.586746812,1.586746812,"[1.5867468118667603,1.8062355518341064]",-99,-99,-99,1642178,SN:,1642178,1642178,10,0,C3,3,0,0.6874,0.001,0.68673,0.001,0.68673,0.00196,0.0,300,0,0,0.00716,1,1,-22466,-9,-9,0.6874,0.001,52.388626,-28.350616,0.291,0.348,-9.0,10.729,0.025,-0.446,6.381,-11.2,6.38107,1.327,-999,24.12,21.29,5.07,67.35,25.73748,22.92916,57751.1172,38.94503,26.95324,15.0681,72.22047,riz,57747.6289,0.4595,-0.486,0.34453,-0.0385,0.0317,23.56048,0.0261,6.76E-6,1.62E-7,0.00309,-3.35E-8,-1.15E-9,28,15.90111,0.96726,0.206787,0.9795,1.0,1.0,0.9998,0.9999,0,42.97455,43.07534,0.15162,0.1554,0.1132,0.004,-0.1187,-0.783,0.0179,0.0134,0.63,3.41E-6,14068,-0.0313,0.004,1.0,0.0089,3,16
1936293,-5.24E17,10,0.83168,0.00209,10.77,0.018,0.404,0.882,-10.381,0.88765,1.379,-999,10.77,0.018,false,,,1.847731709,2.013941288,"[1.4428707361221313,2.6974427700042725]",0.037462447,0.19934465,"[0.02572806365787983,0.18065647780895233]",-13.88461971,-0.612273335,"[-28.26937484741211,-1.6565403938293457]",10.69430351,10.72005081,"[10.675658226013184,10.756708145141602]",1.486913681,1.407644272,"[1.157680630683899,1.7152986526489258]",-99,-99,-99,1936293,SN:,1936293,1936293,10,0,C3,3,0,0.8324,0.001,0.83168,0.001,0.83168,0.00209,0.0,300,0,0,0.00939,1,1,146103,-9,-9,0.8324,0.001,52.393917,-28.687963,0.275,0.342,-9.0,10.77,0.018,0.404,0.882,-10.4,0.88765,1.379,-999,25.57,22.51,1.29,23.19,27.22353,24.08675,58117.1445,19.21762,14.41729,10.98609,36.2043,riz,58124.0234,0.9084,-1.34,0.74563,-0.0893,0.0569,24.45975,0.0527,2.95E-6,1.43E-7,0.0173,-6.47E-8,-5.64E-10,22,24.7583,0.30877,0.536111,0.9104,0.972,0.9997,0.9957,0.9941,0,43.83167,43.57917,0.16686,0.1692,0.2027,0.0034,0.2654,1.591,-0.0129,0.0174,2.74,0.00147,4629,0.0271,0.007,0.657,0.0,3,17
1420185,-5.24E17,10,0.64453,0.00193,9.69,0.012,1.608,0.415,-8.076,0.41569,0.223,-999,9.69,0.012,false,,,2.071179867,2.071179867,"[0.835807740688324,5.413339138031006]",2.074758053,2.606820345,"[0.2018563151359558,22.83571434020996]",0.800763249,0.807856321,"[0.507782518863678,0.9587405323982239]",9.749357224,9.749357224,"[9.627423286437988,9.8180513381958]",0.886337459,0.999837756,"[0.6176843047142029,1.293942928314209]",-99,-99,-99,1420185,SN:,1420185,1420185,10,0,C3,3,0,0.64519,0.001,0.64453,0.001,0.64453,0.00193,0.0,300,0,0,0.00828,1,1,-23053,-9,-9,0.6452,0.001,52.394001,-27.508066,1.279,1.077,-9.0,9.69,0.012,1.608,0.415,-8.08,0.41569,0.223,-999,24.09,22.9,4.18,12.94,25.94706,24.72017,57660.2422,25.88904,24.83386,15.15162,57.61979,riz,57660.0664,0.5167,-0.115,0.41608,0.048,0.0348,23.82122,0.0303,5.32E-6,1.48E-7,0.0031,-3.5E-8,-2.61E-9,43,28.78267,0.95259,0.164578,0.9985,0.975,0.9999,0.9998,0.9955,0,43.03445,42.90919,0.2075,0.2129,0.1218,0.0042,0.1191,0.574,0.0062,0.0107,0.98,2.96E-4,3621,-0.0731,0.009,1.0,0.027,3,15
1700105,-5.24E17,10,0.76518,0.00203,10.628,0.008,0.897,0.139,-9.733,0.14738,1.113,-999,10.628,0.008,false,,,0.540313721,2.18229723,"[0.20558549463748932,2.1822972297668457]",5.646503448,5.77186203,"[0.6546763181686401,22.755516052246094]",1.857493401,1.48347497,"[1.4834749698638916,2.0298831462860107]",10.17875099,10.38600826,"[10.076227188110352,10.386008262634277]",0.879822195,1.150999308,"[0.27290597558021545,1.6257463693618774]",-99,-99,-99,1700105,SN:,1700105,1700105,10,0,C3,3,0,0.76588,0.001,0.76518,0.001,0.76518,0.00203,0.0,300,0,0,0.00706,1,1,117599,-9,-9,0.7659,0.001,52.41481,-28.440268,0.661,0.824,-9.0,10.628,0.008,0.897,0.139,-9.73,0.14738,1.113,-999,24.52,22.58,2.92,19.0,26.33654,24.30312,57791.0625,13.14066,12.71142,7.11548,31.80289,riz,57782.1484,1.0902,-0.516,1.08957,0.16681,0.0698,24.25249,0.0526,3.57E-6,1.73E-7,0.0276,-1.04E-7,-2.21E-9,15,10.82687,0.76477,0.582078,0.5952,0.9419,0.0036,0.0062,0.0,0,43.30284,43.35959,0.26026,266.7506,0.2521,0.0036,-0.0746,-0.287,0.0179,0.0134,3.65,1.0,5628,-0.3182,0.009,1.0,0.0029,3,16
1311001,-5.24E17,10,0.63094,0.00191,11.274,0.007,1.282,0.027,-10.02,0.0594811,0.987,-999,11.274,0.007,true,,,3.236468792,3.236468792,"[3.23646879196167,5.472787380218506]",0.933607757,0.933607757,"[0.9336077570915222,1.0299253463745117]",1.546323776,1.546323776,"[-1.3356027603149414,1.5463237762451172]",11.15328407,11.15328407,"[8.935787200927734,11.153284072875977]",1.644643903,1.644643903,"[0.45447051525115967,1.6446439027786255]",-99,-99,-99,1311001,SN:,1311001,1311001,10,0,C3,3,0,0.63159,0.001,0.63094,0.001,0.63094,0.00191,0.0,300,0,0,0.00639,1,1,25794,-9,-9,0.6316,0.001,52.424263,-28.055548,2.293,1.97,-9.0,11.274,0.007,1.282,0.027,-10.0,0.0595,0.987,-999,22.71,20.84,6.67,34.0,25.43969,23.6713,56990.25,26.27994,20.98542,15.64911,65.8634,riz,56994.6367,0.4122,0.92556,0.44307,0.0988,0.0361,23.67083,0.0384,6.1E-6,2.16E-7,0.00505,-7.29E-8,-4.55E-9,39,27.07733,0.92524,0.451328,0.9716,0.9822,0.9999,0.9976,1.0,0,42.93812,42.85345,0.18822,0.1931,0.1229,0.0043,0.0785,0.417,0.0062,0.0107,0.63,0.0,2986,-0.0782,0.01,1.0,0.0191,3,15
1318052,-5.24E17,10,0.48068,0.00179,8.957,0.009,0.762,0.283,-8.198,0.31663,0.296,-999,8.957,0.009,false,,,0.844055295,0.038178176,"[0.03817817568778992,7.228944778442383]",2.267294645,19.15887451,"[0.065592460334301,19.15887451171875]",-0.262079418,1.52761507,"[-0.9867580533027649,1.5276150703430176]",8.75951004,9.466665268,"[8.546229362487793,9.466665267944336]",0.848081052,1.82007587,"[0.4868161082267761,1.557545781135559]",-99,-99,-99,1318052,SN:,1318052,1318052,10,0,C3,3,0,0.48127,0.001,0.48068,0.001,0.48068,0.00179,0.0,300,0,0,0.00623,1,1,21633,-9,-9,0.4813,0.001,52.430042,-28.082144,1.636,2.539,-9.0,8.957,0.009,0.762,0.283,-8.2,0.31663,0.296,-999,24.84,23.69,1.71,5.55,26.91751,25.63927,57311.2344,46.07342,44.68497,26.13569,100.74188,riz,57307.6328,0.3515,0.74802,0.27406,0.13817,0.0257,23.23733,0.0278,9.1E-6,2.33E-7,0.00121,-2.88E-8,-4.72E-9,40,58.93589,0.0271,0.523736,0.9817,0.9191,0.9893,0.9989,0.9894,0,42.22484,42.14709,0.24748,0.2481,0.0806,0.0054,0.0815,0.329,-0.0038,0.0132,1.11,5.16E-4,2034,0.0147,0.011,1.0,0.0535,3,13
1864046,-5.24E17,10,0.7487,0.00202,9.6,0.089,1.356,0.196,-8.198,0.19813,0.101,-999,9.6,0.089,false,,,1.675392747,3.09645462,"[0.6401160359382629,3.096454620361328]",3.383738518,11.53722286,"[0.7262552976608276,14.077069282531738]",0.881373703,0.760389209,"[0.7657551169395447,1.1161065101623535]",9.696146965,9.783439636,"[9.573460578918457,9.803433418273926]",1.224531293,0.997858286,"[0.9978582859039307,1.812254786491394]",-99,-99,-99,1864046,SN:,1864046,1864046,10,0,C3,3,0,0.74939,0.001,0.7487,0.001,0.7487,0.00202,0.0,300,0,0,0.0081,1,1,130262,-9,-9,0.7494,0.001,52.43116,-28.635283,0.339,0.471,-9.0,9.6,0.089,1.356,0.196,-8.2,0.19813,0.101,-999,23.86,22.76,6.73,18.76,25.42996,24.31692,58046.1328,14.10127,11.90971,9.4993,39.60598,riz,58038.4883,0.691,0.7648,0.57282,0.0616,0.0454,24.32485,0.046,3.34E-6,1.42E-7,0.0093,-5.87E-8,-2.59E-9,41,47.65879,0.22015,0.32737,0.9353,0.99,0.9998,0.9992,0.9981,0,43.61985,43.30229,0.20878,0.214,0.1575,0.0037,0.2997,1.435,0.0179,0.0134,2.72,4.45E-4,2646,-0.0492,0.011,1.0,0.0175,3,16
1265134,-5.24E17,10,0.47304,0.00178,10.3,0.002,2.065,0.0,-8.198,0.0,0.314,-999,10.3,0.002,true,,,0.395117909,0.395117909,"[0.3951179087162018,0.3951179087162018]",0.122265115,0.122265115,"[0.12226511538028717,0.12226511538028717]",1.552148819,1.552148819,"[1.5521488189697266,1.5521488189697266]",10.17496967,10.17496967,"[10.174969673156738,10.174969673156738]",1.086225033,1.086225033,"[1.0862250328063965,1.0862250328063965]",-99,-99,-99,1265134,SN:,1265134,1265134,10,0,C3,3,0,0.47362,0.001,0.47304,0.001,0.47304,0.00178,0.0,300,0,0,0.0114,1,1,3645,-9,-9,0.4736,0.001,52.43211,-28.790852,0.503,0.398,-9.0,10.3,0.002,2.065,0.0,-8.2,0.0,0.314,-999,22.17,20.88,36.54,120.9,23.59308,22.29393,56683.1094,58.53045,23.56412,-99.0,91.22726,rz,56683.8438,0.5975,1.05627,0.68307,0.0212,0.0327,22.48871,0.0364,1.81E-5,6.07E-7,0.0104,-2.65E-7,-1.5E-8,8,5.02877,0.7545,0.359145,0.9994,0.926,0.9998,0.9996,0.9967,0,41.99333,42.10581,0.16449,0.1649,0.1202,0.0055,-0.1087,-0.661,-0.0038,0.0132,0.62,8.35E-5,2421,-0.0496,0.008,1.0,0.0113,3,13
1700109,-5.24E17,10,0.74119,0.00201,10.178,0.022,0.521,0.009,-9.679,0.0894539,0.532,-999,10.178,0.022,false,,,1.357948542,2.961232185,"[0.38377517461776733,3.270613193511963]",2.297451973,6.791484833,"[0.4653230607509613,7.572249412536621]",1.343811512,1.179457426,"[1.0687978267669678,1.5190500020980835]",10.0931406,10.20750618,"[9.972456932067871,10.258258819580078]",1.003049254,0.919564366,"[0.346041202545166,1.5623929500579834]",-99,-99,-99,1700109,SN:,1700109,1700109,10,0,C3,3,0,0.74189,0.001,0.74119,0.001,0.74119,0.00201,0.0,300,0,0,0.00848,1,3,117602,-9,-9,0.7419,0.001,52.432846,-27.650053,0.266,0.311,-4.28,10.178,0.022,0.521,0.009,-9.68,0.0895,0.532,-999,24.03,22.44,5.77,24.76,25.59706,24.01562,57778.1016,16.72136,13.5525,9.19009,37.38961,riz,57781.2109,0.9662,1.23265,0.93201,0.11109,0.0568,24.22526,0.0489,3.66E-6,1.65E-7,0.0179,-1.0E-7,-2.01E-9,15,9.98941,0.82041,0.553119,0.9913,0.9585,0.9998,0.9896,0.9987,0,43.5003,43.27579,0.23865,0.2446,0.2191,0.0037,0.2066,0.866,0.0179,0.0134,1.68,1.64E-4,1711,-0.0728,0.012,1.0,0.0077,3,16
1257605,-5.24E17,10,0.74535,0.00201,10.659,0.008,0.033,0.365,-10.639,0.3699,0.989,-999,10.659,0.008,false,,,0.758070886,0.758070886,"[0.7580708861351013,1.055448055267334]",0.102640606,0.115013376,"[0.010417360812425613,0.11501337587833405]",0.759003162,0.892392457,"[-23.704002380371094,0.8923924565315247]",10.59344959,10.62598801,"[10.578856468200684,10.625988006591797]",0.652009428,0.525377035,"[0.5253770351409912,1.4877008199691772]",-99,-99,-99,1257605,SN:,1257605,1257605,10,0,C3,3,0,0.74605,0.001,0.74535,0.001,0.74535,0.00201,0.0,300,0,0,0.00862,1,2,5097,-9,-9,0.7461,0.001,52.446148,-27.333338,0.386,0.41,-4.42,10.659,0.008,0.033,0.365,-10.6,0.3699,0.989,-999,23.86,21.41,6.48,62.07,25.47106,23.0178,56607.2773,19.07276,15.61816,12.30134,53.70503,riz,56615.9258,0.5814,1.65103,0.61197,0.044,0.0399,23.72774,0.0475,5.79E-6,2.53E-7,0.0104,-1.28E-7,-4.34E-9,47,45.02853,0.55456,0.569513,0.553,0.8111,0.9999,0.9986,1.0,0,43.18219,43.29051,0.17465,0.179,0.1494,0.0037,-0.1262,-0.722,0.0179,0.0134,0.83,0.0,2179,0.0295,0.016,1.0,0.0069,3,16
1277710,-5.24E17,10,0.68179,0.00196,10.023,0.015,-0.033,0.202,-10.065,0.2228,0.824,-999,10.023,0.015,false,,,3.987165928,0.021989392,"[1.6257389783859253,6.518168926239014]",1.895388007,7.53121376,"[0.606029212474823,7.531213760375977]",0.793713331,2.189743996,"[0.24389132857322693,1.2777585983276367]",10.15583611,10.14757538,"[10.079270362854004,10.229181289672852]",0.717591166,1.612519503,"[0.29996830224990845,1.5741018056869507]",-99,-99,-99,1277710,SN:,1277710,1277710,10,0,C3,3,0,0.68245,0.001,0.68179,0.001,0.68179,0.00196,0.0,300,0,0,0.00705,1,2,-4416,-9,-9,0.6824,0.001,52.448914,-28.976282,0.047,0.064,-6.05,10.023,0.015,-0.033,0.202,-10.1,0.2228,0.824,-999,24.72,22.83,3.12,17.51,26.26461,24.39178,57257.2812,21.29218,17.57389,14.84585,52.92026,riz,57257.793,1.0287,1.28736,0.68659,-0.0262,0.0442,23.49967,0.0416,7.15E-6,2.74E-7,0.0177,-1.42E-7,-5.52E-9,34,27.04341,0.79581,0.437948,0.3068,0.9419,0.9798,0.9972,0.9975,0,43.09853,43.05639,0.17145,0.1757,0.1383,0.004,0.0243,0.142,0.0179,0.0134,0.29,9.84E-5,1520,0.0444,0.009,1.0,0.009,3,16
1302123,-5.25E17,10,0.29156,0.00163,10.497,0.012,0.943,0.136,-9.538,0.14422,0.96,-999,10.497,0.012,true,,,8.02806282,8.02806282,"[8.02806282043457,8.02806282043457]",2.316506624,2.316506624,"[2.3165066242218018,2.3165066242218018]",0.602268577,0.602268577,"[0.6022685766220093,0.6022685766220093]",10.56709957,10.56709957,"[10.567099571228027,10.567099571228027]",1.686861277,1.686861277,"[1.686861276626587,1.686861276626587]",-99,-99,-99,1302123,SN:,1302123,1302123,10,0,C3,3,0,0.29207,0.001,0.29156,0.001,0.29156,0.00163,0.0,300,0,0,0.00761,1,1,26314,-9,-9,0.2921,0.001,52.45343,-28.578407,0.736,0.766,-9.0,10.497,0.012,0.943,0.136,-9.54,0.14422,0.96,-999,21.36,19.75,64.42,257.39001,22.97745,21.47352,56960.3008,72.96089,46.60964,33.5826,145.23145,griz,56960.4414,0.2918,-1.14,0.26241,-0.0676,0.024,21.47363,0.03,4.62E-5,1.28E-6,0.00263,-1.99E-7,-2.15E-8,26,9.77703,0.99834,0.441235,0.9985,0.9667,0.999,0.9984,0.9999,0,40.86883,40.87993,0.10416,0.1032,0.0663,0.0084,0.0025,0.024,-0.0136,0.0162,-0.73,8.61E-7,4327,-0.031,0.004,1.0,0.0051,3,9
1900801,-5.25E17,10,0.63579,0.00192,9.431,0.019,1.23,0.083,-8.198,0.0875957,0.314,-999,9.431,0.019,false,,,3.343302488,0.036316469,"[0.03125942498445511,7.783159255981445]",0.127415627,0.127415627,"[0.038887545466423035,4.485949993133545]",0.116453692,2.05311656,"[-31.528047561645508,2.0531165599823]",9.609043121,9.991555214,"[8.577425003051758,9.991555213928223]",1.342650533,1.860090256,"[0.6546467542648315,1.7932857275009155]",-99,-99,-99,1900801,SN:,1900801,1900801,10,0,C3,3,0,0.63644,0.001,0.63579,0.001,0.63579,0.00192,0.0,300,0,0,0.00731,1,1,137002,-9,-9,0.6364,0.001,52.465832,-27.728773,0.417,0.517,-9.0,9.431,0.019,1.23,0.083,-8.2,0.0876,0.314,-999,24.45,23.08,3.63,13.46,26.10023,24.67739,58084.2617,11.35977,7.91392,6.11831,26.20563,riz,58080.0625,0.9311,0.24988,0.82007,-0.164,0.0656,24.79961,0.0645,2.16E-6,1.28E-7,0.00595,-7.57E-8,-8.11E-10,37,42.98669,0.2302,0.553156,0.9594,0.7347,0.165,0.4142,0.105,0,44.55917,42.87347,0.28905,296.596,0.2664,0.0042,1.6795,5.81,0.0062,0.0107,8.06,1.0,1537,0.1089,0.013,1.0,0.0113,3,15
1879426,-5.25E17,10,0.22941,0.00159,7.683,0.074,0.279,0.103,-7.398,0.12233,0.019,-999,7.683,0.074,false,,,2.750732422,3.345284462,"[1.9033786058425903,3.5260684490203857]",8.577326775,16.19492149,"[1.1382607221603394,16.194921493530273]",0.075621009,0.094180465,"[0.0519753098487854,0.12869447469711304]",9.094735146,9.135416031,"[9.000292778015137,9.154231071472168]",0.855761707,0.672501147,"[0.6016268730163574,1.0092487335205078]",-99,-99,-99,1879426,SN:,1879426,1879426,10,1,C3,3,0,0.2299,0.001,0.22941,0.001,0.22941,0.00159,0.0,300,0,0,0.00799,3,4,507874,-9,-9,0.2299,0.001,52.475765,-27.617565,4.741,1.673,-0.615,7.683,0.074,0.279,0.103,-7.4,0.12233,0.019,-999,26.13,25.54,8.76,33.33,25.14374,23.69291,58052.2852,259.12036,233.08963,175.56305,720.18457,griz,58054.4688,0.114,0.86285,0.10081,-0.0794,0.0117,20.54826,0.0148,1.08E-4,1.48E-6,1.82E-4,-7.45E-8,-1.17E-8,46,38.95959,0.7595,0.390866,0.9999,0.9935,1.0,0.9998,1.0,0,40.24144,40.28858,0.1031,0.1026,0.0366,0.0104,-0.0323,-0.314,-0.0148,0.0196,-0.65,0.0,896,0.0125,0.005,1.0,0.0079,3,7
1323740,-5.25E17,10,0.77137,0.00204,10.552,0.016,-0.098,6.934,-10.638,6.93429,1.295,-999,10.552,0.016,false,,,1.29709971,1.295947194,"[1.2863118648529053,1.7039058208465576]",0.045970477,0.045970477,"[0.02928002178668976,0.10744401067495346]",-7.276968002,-7.276968002,"[-14.12061595916748,-1.828600525856018]",10.46748638,10.41223812,"[10.412238121032715,10.515933990478516]",1.593043208,1.80213809,"[1.2181452512741089,1.8791584968566895]",-99,-99,-99,1323740,SN:,1323740,1323740,10,0,C3,3,0,0.77207,0.001,0.77137,0.001,0.77137,0.00204,0.0,300,0,0,0.00753,1,2,27490,-9,-9,0.7721,0.001,52.490513,-28.548523,0.506,0.808,-3.26,10.552,0.016,-0.098,6.934,-10.6,6.93429,1.295,-999,25.09,22.16,1.49,28.69,27.06703,23.85567,57032.1211,18.92777,15.65058,13.69012,49.02707,riz,57032.1211,0.6287,-0.622,0.58691,-0.0267,0.0431,23.87915,0.0423,5.04E-6,1.96E-7,0.0115,-8.67E-8,-3.04E-9,23,19.45361,0.67461,0.225617,0.7567,0.9886,0.9998,0.9971,0.9995,0,43.25245,43.38079,0.17219,0.1765,0.1474,0.0036,-0.1462,-0.849,0.0179,0.0134,1.0,2.17E-5,14996,-0.0504,0.004,1.0,0.0067,3,16
1262895,-5.25E17,10,0.70548,0.00198,10.654,0.037,-0.304,9.696,-10.924,9.69625,1.465,-999,10.654,0.037,false,,,3.618794918,2.757659435,"[2.5129568576812744,5.150394439697266]",0.057188816,0.035900343,"[0.01584339141845703,0.19568461179733276]",-19.30910492,-27.45626831,"[-55.71669006347656,-3.7307379245758057]",10.57826233,10.57826233,"[10.555821418762207,10.629865646362305]",1.177184939,1.177184939,"[0.9681454300880432,1.387521743774414]",-99,-99,-99,1262895,SN:,1262895,1262895,10,0,C3,3,0,0.70615,0.001,0.70548,0.001,0.70548,0.00198,0.0,300,0,0,0.011,1,1,4170,-9,-9,0.7061,0.001,52.514614,-28.743109,0.486,0.704,-9.0,10.654,0.037,-0.304,9.696,-10.9,9.69625,1.465,-999,25.06,22.1,1.84,31.19,26.83796,23.76496,56660.1367,20.41525,17.94654,12.72685,43.35659,riz,56653.4414,0.7544,-2.14,0.60684,0.20808,0.0653,24.20775,0.0509,3.72E-6,1.75E-7,0.00967,-5.61E-8,-6.58E-9,28,22.39707,0.76259,0.9948,0.2147,0.7559,0.9906,0.999,0.2503,0,42.95925,43.14602,0.2418,0.2643,0.1997,0.0039,-0.2046,-0.846,0.0179,0.0134,2.35,0.12,1088,-0.4228,0.019,1.0,0.0173,3,16
1252665,-5.26E17,10,0.97489,0.00221,10.971,0.11,1.127,0.557,-9.898,0.66594,1.219,-999,10.971,0.11,false,,,,,,,,,,,,,,,,,,,,,1252665,SN:,1252665,1252665,10,0,C3,3,0,0.97567,0.001,0.97489,0.001,0.97489,0.00221,0.0,300,0,0,0.00625,1,2,5475,-9,-9,0.9757,0.001,52.551414,-28.045916,0.343,0.436,-4.28,10.971,0.11,1.127,0.557,-9.9,0.66594,1.219,-999,25.16,22.77,1.67,18.83,26.94321,24.31287,56558.1875,9.37009,8.07836,-99.0,24.70759,iz,56563.8984,1.2597,-0.973,0.95391,0.0459,0.13349,24.74586,0.0691,2.27E-6,1.44E-7,0.00448,-8.71E-8,3.99E-9,36,28.31541,0.81577,0.358534,0.1656,0.9717,0.9999,0.9883,0.9999,0,44.18118,43.99879,0.20409,0.2045,0.4806,0.003,0.1741,0.853,0.0083,0.0289,1.34,1.33E-5,2020,-0.4,0.01,0.179,0.0,3,18
